Row	RPPA Core Ab Name**	Ab Name Reported on Dataset	Gene Name	NCBI Entrez Gene ID	Company	Catalog 	Internal Ab ID	RRID	Species	Validation Status*	RPPA Dilution	Storage
429	Smad1	Smad1	SMAD1	4086	Epitomics/Abcam	1649-1/ab33902	922	AB_777975	Rabbit	Valid	 1:250	-20
430	Smad3	Smad3	SMAD3	4088	Epitomics/Abcam	1735-1/ab40854	796	AB_777979	Rabbit	Valid	 1:150	-20
431	Smad4	Smad4	SMAD4	4089	CST	46535	2467	AB_2736998	Rabbit	Valid	 1:500	-20
432	Snail	Snail	SNAI1	6615	CST	3895	616	AB_2191759	Mouse	Red_Blob	 1:50	-20
433	SOD1	SOD1	SOD1	6647	CST	4266	1818	AB_2193898	Mouse	Valid	 1:500	-20
434	SOD2	SOD2	SOD2	6648	CST	13194	2291	AB_2750869	Rabbit	Valid	 1:30	-20
435	Sox17	Sox17	SOX17	64321	Abcam	ab224637	2431	AB_2801385	Rabbit	Valid	 1:500	-20
436	Sox2	Sox2	SOX2	6657	CST	2748	1670	AB_823640	Rabbit	Valid	 1:37	-20
437	Sox7	Sox7	SOX7	83595	Novus Biologicals	NBP1-86116	2484	AB_11015890	Rabbit	Valid	 1:75	-20
438	Src	Src	SRC	6714	CST	2109	620	AB_2106059	Rabbit	Valid	 1:1000	-20
440	Src (phospho Tyr527)	Src_pY527	SRC	6714	CST	2105	626	AB_331034	Rabbit	Valid	 1:150	-20
439	Src Family (phospho Tyr416)	Src_pY416	SRC	"2534, 3055, 3932, 4067, 6714, 7525 "	CST	6943	2463	AB_10013641	Rabbit	Valid	 1:60	-20
441	Stat1 (phospho Tyr701)	Stat1_pY701	STAT1	6772	CST	9167	2264	AB_561284	Rabbit	Valid	 1:50	-20
442	Stat3	Stat3	STAT3	6774	CST	4904	1197	AB_331269	Rabbit	Caution	 1:5000	-20
443	Stat3 (phospho Tyr705)	Stat3_pY705	STAT3	6774	Fisher	44-380G	2321	AB_2533643	Rabbit	Caution	 1:500	-20
444	Stat5a	Stat5a	STAT5A	6776	Epitomics/Abcam	1289-1/ab32043	638	AB_778107	Rabbit	Valid	 1:300	-20
445	Stathmin-1	Stathmin-1	STMN1	3925	Epitomics/Abcam	1972-1/ab52630	718	AB_2197257	Rabbit	Valid	 1:150	-20
446	STING	STING	STING1	340061	CST	13647	2099	AB_2732796	Rabbit	Valid	 1:200	-20
447	Syk	Syk	SYK	6850	Santa Cruz	sc-1240	1033	AB_628308	Mouse	Valid	 1:300	4
448	Synaptophysin	Synaptophysin	SYP	6855	CST	36406	2547	AB_2799098	Rabbit	Caution	 1:75	-20
449	Tau	Tau	MAPT	4137	Millipore	05-348	646	AB_309687	Mouse	Caution	 1:100	-20
450	TAZ	TAZ	WWTR1	25937	CST	4883	1848	AB_1904158	Rabbit	Valid	 1:300	-20
499	TCF8/ZEB1	ZEB1	ZEB1	6935	CST	3396	2412	AB_1904164	Rabbit	Valid	 1:75	-20
451	TEAD	TEAD	TEAD1-4	"7003-5, 8463"	CST	13295	1934	AB_2687902	Rabbit	Caution	 1:300	-20
452	TFAM	TFAM	TFAM	7019	CST	7495	1333	AB_10841294	Rabbit	Valid	 1:300	-20
454	TIGAR	TIGAR	TIGAR	57103	Epitomics/Abcam	S1711/ab137573	1107	AB_2721901	Rabbit	Valid	 1:300	-20
453	Transferrin Receptor	TFRC	TFRC	7037	Novus	22500002	1140	AB_10004660	Rabbit	Valid	 1:10000	-20
455	Transglutaminase II	Transglutaminase	TGM2	7052	Lab Vision/Fisher	MS-224-P1	908	AB_62205	Mouse	Valid	 1:150	4
457	TRIM24	TRIM24	TRIM24	8805	G-Biosciences	ITA0255	2541	AB_2818980	Rabbit	Caution	 1:250	-20
458	TRIM25	TRIM25	TRIM25	7706	Abcam	ab167154	1756	AB_2721902	Rabbit	Caution	 1:3000	-20
459	TRIP13	TRIP13	TRIP13	9319	Invitrogen	PA5-52193	2400	AB_2648956	Rabbit	Valid	 1:500	-20
460	TROP2	TROP2	TACSTD2	4070	Abcam	ab214488	2627	AB_2811182	Rabbit	Valid	 1:2000	-20
462	TTF1	TTF1	NKX2-1	7080	Epitomics/Abcam	2044-1/ab76013	1081	AB_1310784	Rabbit	Valid	 1:125	-20
463	Tuberin	Tuberin	TSC2	7249	Epitomics/Abcam	1613-1/ab32554	670	AB_778686	Rabbit	Valid	 1:1000	-20
464	Tuberin (phospho Thr1462)	Tuberin_pT1462	TSC2	7249	Abcam	ab109403	2511	AB_10861105	Rabbit	Valid	 1:1500	-20
465	TUFM	TUFM	TUFM	7284	Invitrogen	PA5-27511	2390	AB_2544987	Rabbit	Valid	 1:100	-20
189	TWEAK Receptor/FN14	FN14	TNFRSF12A	51330	CST	4403	1959	AB_10693941	Rabbit	Caution	 1:50	-20
466	Twist	Twist	TWIST1	7291	Santa Cruz	sc-81417	1353	AB_1130910	Mouse	Caution	 1:15	4
467	TYRO3/Dkt	Tyro3	TYRO3	7301	Novus Biologicals	NBP1-28635	2419	AB_1914103	Rabbit	Valid	 1:250	-20
468	UBAC1	UBAC1	UBAC1	10422	Sigma-Aldrich	HPA005651	1270	AB_1858489	Rabbit	Valid	 1:250	-20
470	UGT1A	UGT1A	UGT1A1/3-5/7-10	"54575-7, 54579, 54600, 54657-9"	Santa Cruz	sc-271268	1267	AB_10610640	Mouse	Valid	 1:50	4
472	ULK1 (phospho Ser757)	ULK1_pS757	ULK1	8408	CST	6888	1626	AB_10829226	Rabbit	Caution	 1:200	-20
473	UQCRC2	UQCRC2	UQCRC2	7385	MitoSciences/Abcam	MS304/ab14745	1256	AB_2213640	Mouse	Caution	 1:50	4
474	UVRAG	UVRAG	UVRAG	7405	CST	13115	1781	AB_2687988	Rabbit	Caution	 1:37	-20
475	VASP	VASP	VASP	7408	CST	3112	678	AB_2213542	Rabbit	Valid	 1:100	-20
476	Vav1	Vav1	VAV1	4709	CST	2502	1181	AB_2213556	Rabbit	Caution	 1:75	-20
376	VDAC1/Porin	Porin	VDAC1	7416	Abcam	ab14734	1254	AB_443084	Mouse	Valid	 1:500	-20
477	VEGF Receptor 2	VEGFR-2	KDR	3791	CST	2479	688	AB_2212507	Rabbit	Valid	 1:5000	-20
478	VEGF Receptor 2 (phospho Tyr1175)	VEGFR2_pY1175	KDR	3791	CST	3770	2416	AB_1642326	Rabbit	Caution	 1:300	-20
479	VHL	VHL	VHL	7428	CST	68547	2394	AB_2716279	Rabbit	Caution	 1:250	-20
480	VHL/EPPK1å	VHL-EPPK1	VHL-EPPK1	83481	BD Biosciences	556347	693	AB_396376	Mouse	Caution	 1:7500	4
481	Vinculin	Vinculin	VCL	7414	Sigma-Aldrich	SAB4200080	1343	AB_10604160	Mouse	Valid	 1:75000	-20
482	Wee1	Wee1	WEE1	7465	CST	4936	1802	AB_2288509	Rabbit	Caution	 1:150	-20
483	Wee1 (phospho Ser642)	Wee1_pS642	WEE1	7465	CST	4910	2058	AB_2215870	Rabbit	Caution	 1:25	-20
484	WIPI1	WIPI1	WIPI1	55062	CST	12124	1627	AB_2750868	Rabbit	Caution	 1:50	-20
485	WIPI2	WIPI2	WIPI2	26100	CST	8567	1628	AB_11178945	Rabbit	Caution	 1:75	-20
486	WTAP	WTAP	WTAP	9589	Abcam	ab195380	2576	AB_2868572	Rabbit	Valid	 1:750	-20
487	XBP-1 [discontinued]	XBP-1	XBP1	7494	Santa Cruz	sc-32136	1044	AB_2304558	Goat	Caution	 1:200	4
488	XIAP	XIAP	XIAP	331	CST	2042	699	AB_2214870	Rabbit	Caution	 1:30	-20
489	XPA	XPA	XPA	7507	Santa Cruz	sc-56813	1359	AB_794177	Mouse	Valid	 1:75	4
490	XPF	XPF	ERCC4	2072	CST	13465	2525	AB_2798227	Rabbit	Caution	 1:100	-20
491	XRCC1	XRCC1	XRCC1	7515	Invitrogen	PA5-29359	2440	AB_2546835	Rabbit	Caution	 1:250	-20
493	YAP (phospho Ser127)	YAP_pS127	YAP1	10413	CST	4911	782	AB_2218913	Rabbit	Valid	 1:1000	-20
492	YAP [discontinued]	YAP	YAP1	10413	Santa Cruz	sc-15407	780	AB_2273277	Rabbit	Caution	 1:750	4
494	YB1 (phospho Ser102)	YB1_pS102	YBX1	4904	CST	2900	835	AB_2219273	Rabbit	Valid	 1:50	-20
495	YES1	YES1	YES1	7525	CST	3201	2499	AB_11178531	Rabbit	Valid	 1:50	-20
496	YTHDF2	YTHDF2	YTHDF2	51441	Abcam	ab220163	2579	AB_2868573	Rabbit	Valid	 1:10000	-20
497	YTHDF3	YTHDF3	YTHDF3	253943	Abcam	ab220161	2572	AB_2868574	Rabbit	Caution	 1:750	-20
498	ZAP-70	ZAP-70	ZAP70	7535	CST	3165	2555	AB_2218656	Rabbit	Valid	 1:500	-20
